Date,Stock,Headline,Sentiment,Confidence,Entities,Matched Stocks,Link
2025-11-15,Reliance Industries,Is Refex Industries Limited Stock Set to Outperform Its Peers in YEAR - Volatility Adjusted Trading & Small Investment Growth Plans - earlytimes.in,NEGATIVE,0.961,Refex Industries Limited,,https://news.google.com/rss/articles/CBMinwFBVV95cUxPR2s3ZmthejJWNTcyMTd4d25Zcm5GVVh0eGVpVlRBS00zaDRtUWZhUnVrQWtPR0dyV3JTMmF4RVA0RXVpNzJtRTlKeU5SMzBvcUlrY1FRdDNJOXlTcHpEeldVRU5STWdOVXdXTHJyanJ2dUNnUkREY21ObWp3cUJjZGowNXgzRjZBVGZFX0hJdTFFNUp3T1B6VUstTG9JWFE?oc=5
2025-11-15,Reliance Industries,"RIL to build 1 GW AI data centre in Andhra, deepen investment footprint - Business Standard",POSITIVE,0.589,"RIL, Business Standard",,https://news.google.com/rss/articles/CBMivwFBVV95cUxNMnU0WnhyVlVoa2k2UjVaYjl5UDNlTXVaNzhkYzZoWXUyWExLcTRoRkV3bS02cUo0czVsNzN1SGF4OVVXUkRxQ0MzZmJVbjdQX1Byd01CblhyMm5kZkc3SWU1cGU4TkkwV1FCYkRMTlA0aTk4UkdXb1BDRW5NMnJzMUpzd0tXTkZ4OXRSMlkwTXRaTnRBeXNjVTZOc2o0TWRBRUlNdWhJYXVuYXJLeUFaU3hGaDVKSFV4anpZNzRxVdIBxAFBVV95cUxPbVFpQ3NHT3dncjRTTlhQcXVSVl9jZ2NzWk9iQTlTd2pXOUVCSldfd3E3akc2V2FBN0lxbkt2UkVZemhMemN4dFRKS3JzWWw3Mm82c2RCMmxjOUJDUmdiMjRYNFBUb05XUElxNWNEazJ0a0dqbERuR1NuRUdOblU5cVFjSWlmTVRwa29zdGF5VmVfT2hkT0pETnRPdU9qVFVnanBQOG9aNHY1eWR3eE91N3BQdzlMRGpqSXZPOWEwMVgwMjM0?oc=5
2025-11-15,Reliance Industries,Reliance Industries to set up 1 GW AI Data Centre in Andhra Pradesh: CM Chandrababu Naidu - financialexpress.com,NEGATIVE,0.955,"Reliance Industries, AI Data Centre, financialexpress, com",reliance industries,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQOUU4X2k1VnJWNTNwalhfQThfRnNHUFdpNHVwY2tJVTY2WEcyZUpNZEtqaVFvM293VGw5WnFfa2VJOTh3clFuTXBWeUdscmpWS0pWNmNXTGRVX3JKbVBNQkVPeHNvbEhLU21tVC1UQVRyOTd4T0xxQjJNclZucmUwVktRRlFYcHJaR0REejZNS25XLWVNbDQ5N2JjalpXMGFlaVhzc3Y2Z2s5T1lrUmxMMDJmbWk1Z1dxeFZmRlhKSWNid0Y5WWRybXhBbEFFWFNSZ3FXdXhOM2k2RVNjbkUxcVhPVHBhVTVxOGfSAfABQVVfeXFMT2FpUjM4TWotbFdPVjNTd1J2ck8wTUhaaHFPTzFLdWlWUkl1TVdTVkN5Xy1RLWN5T21YQUcwaEw4VjZ1cVFGdjJuWVR1U2JPM1g2ZldRZWNXMkRVaUFPNFlxM0pnMExPdGY0NDU5ZmpLdWFRMXVlRFF1eEZQSktGTFBiNm5NMEx0V0ZBV3NQOFV6UEtfckVTbnFVTmtLNUlELUdDMi1ScDQxWXh0WHkyUmVEYWIxNklyZmlJNlc4ZEF4SmVNbzBSNWx4b25IelYyNk9vR3ZvS0ZvazM2bHBpQnhMcVlUa2RYQTRxRktyN2V3?oc=5
2025-11-15,Reliance Industries,"FIIs pull out Rs 80,000 crore from 10 bluechip stocks but the selling may finally be getting over - MSN",NEGATIVE,0.998,"F, MSN",,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQWlhweVhHdnppU1pZaGhEVFVaazlfTldFTFBERGs1NmZwTEFoY2lHRmMyUzFldGtUZHRSYVFLeHAwR3ItLU0yX0xPd1FDcktrQmRYTURZcHM5dTNLSXlOOXZsbWwwOGFEOXZJcE5ra1V3X0pNQklhX0lRRmJ4VFhFU1pHVXhkcmFqUlctaHNycDk0dDhkQzJZZTlabGlpOXRpbnVUTm9Jb3J5Q2UxNUVNRXBweTc5UkRjdzhpd19qVEhwbEpxUnpTMmYxRFpxNEVYNHdUTEZ3aVBFOEFSb1pHd3NKbw?oc=5
2025-11-15,Reliance Industries,Jio Leasing Services invests Rs 45 cr in Reliance International Leasing IFSC Pvt Ltd - The Economic Times,NEGATIVE,0.948,"Jio Leasing Services, Reliance International Leasing IFSC, ##vt Ltd, The Economic Times",,https://news.google.com/rss/articles/CBMi-wFBVV95cUxNVTFrRlkzQ0lrajR2OUhQMzRnWGpYX1lmMDRFMFR1SzNDZ2QtclNINDhZMGhnV1hqSkpScy1VQVF0UEV5TnVSWGFuNFpXbWd3WjhmSVVsN3Z6RDlOTWpNSzNNV19kTDVxZ3FpOU8yNlZ6TEtMMFN6RkFHeUdwd0ZKVWZQT1JCNXljUS1sTjV1cXFjVzFGdjREZWZSNlVHSlNUQjlYXzBQNHVQX1hWb2UxV3lUdGxaVjJRTTROdkpIV0xWYnh3VElEYXVZRW1GV0JoNGlxNEV0S2Y1WEVOdFdsZ1JRSlFXWUFoMFhRc2ttWWVGVmxNalJhbk1Na9IB-wFBVV95cUxNVTFrRlkzQ0lrajR2OUhQMzRnWGpYX1lmMDRFMFR1SzNDZ2QtclNINDhZMGhnV1hqSkpScy1VQVF0UEV5TnVSWGFuNFpXbWd3WjhmSVVsN3Z6RDlOTWpNSzNNV19kTDVxZ3FpOU8yNlZ6TEtMMFN6RkFHeUdwd0ZKVWZQT1JCNXljUS1sTjV1cXFjVzFGdjREZWZSNlVHSlNUQjlYXzBQNHVQX1hWb2UxV3lUdGxaVjJRTTROdkpIV0xWYnh3VElEYXVZRW1GV0JoNGlxNEV0S2Y1WEVOdFdsZ1JRSlFXWUFoMFhRc2ttWWVGVmxNalJhbk1Naw?oc=5
2025-11-15,Reliance Industries,"Reliance Industries Sees 10,540 Call Contracts at Rs 1,520 Strike Price - Markets Mojo",NEGATIVE,0.984,Reliance Industries,reliance industries,https://news.google.com/rss/articles/CBMixgFBVV95cUxNVFh6cGZXRFM3c0t4ZTV1S1FheVoxUmpMQUJ5V3N3THdXU3V0MFZCcjNXalA2MXQzMlhYSzk5WkcxTmNwRFhLYWR3MUZjZWVmYXVRb1pVblZhSkhXR3hNaHg2NzJLSlZuRDIxOGwxZVV0Zkw4RTBvTTNMMUNUQ2NlWFVXNUZyZ1M4Z3Vad3BTZmJxbmh4cEYxVUNBWU9XQ3dWWTViQTd3VU9SVjJmX0F1bmpHQTM3dy1icFJxNU5wZGQyaVVXSEE?oc=5
2025-11-15,Reliance Industries,NSE SME stock hits lifetime high for third straight session; do you own? - livemint.com,NEGATIVE,0.991,"NSE SME, ##t, com",,https://news.google.com/rss/articles/CBMi9gFBVV95cUxOdkd5dGZKWWJRSTZNYzI0MU1Pb0tqQ1QwTjQ0LU5pYTd4dVhPTFBfaXNjdXRVSVg3bkVEaHBCYkZ4TEhkOUxNdmJna01taHAtelpKQUFCOVg3bk10bWhUYXlRT1BieFJERWtqR0IwY2dCRWlQV2FONTlPanhtUi14MUVsMjFqT3ZfRk15eWxXSzBOb00xZmlCRHRzbklYcEtwN2l0SFhKT1pDZTBZdWozWjRMTWRLdVR6c25pZ2RnMV80eWtqNTJXVklRdTJQZTFCbDhnZjN5ejBIVkVtOFhSY0JuTnFLazFmMURuS3k5MzZFeDJZU0HSAfsBQVVfeXFMTVV5Um5Dam9DY2FRZkl6RjV2RlNiZjRfSzNfdmZCRkxYRDlhRExCWVQwZTVTTGxiOVJnUlZqOFBfY3BGV1pSSWU5MlZhSTFFRS1icjlMcFMtMmE2NlBEenNzQnlveUJMdHQwZ3JweFY4d1lXOFlKSEhhVEJLZnFvYXBRdlJ6TzdudFVMc1E5b0F1VllUTUpJdHV0Q1JDZWFNZ19kb3hVckVMQmNIM1VTczJXcldYRFJwbXcyRjRRZ1liSVJmbEVKaU1aZnk3WEVWLXhpTk1Ha2gwNjJNSjFOSWpDM0F0ZEJDOUpXNUxRY3RrV2RZTndZOVNSbTg?oc=5
2025-11-15,Reliance Industries,Where Will Reliance Chemotex Industries Limited Stock Be in YEAR5 Growth Forecast - Volatility Adjusted Trading & Free Significant Capital Appreciation - earlytimes.in,NEGATIVE,0.993,Reliance Chemotex Industries Limited,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxONmZZX3RKMENSTHZRZWJ2cFVWWHNWRmx1eHpucTdzd3I4UHhJRWQ1N25kQkhVdkw3cnEyVk5ZWHBCeEFsQy05YktVcEllb0pzcnlHWnZmRzRLZWhKYzlmeTZOYTFoYThrYXF5bThRaUNwUXh3MVN1TUV3VjlFMlQ5Z1A4LVkwcWkwa0RQYzVWWGVTdG9nTWljbkRySXRXYUY2RXpuY2VuMTg?oc=5
2025-11-15,Reliance Industries,Top Growth Drivers Behind Coforge Limited Stocks Recent Surge - Volatility Adjusted Trading & Rapid Profit Growth - earlytimes.in,POSITIVE,0.995,Coforge Limited,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQMlptc1FnWXF1c1V5QkVTa2hQaTY0RXVBb2tHbWkwZmFtUU1nejduc1cxVGMzV0tKU2IzcjdvVFpwOHNScUR2M2JvRXJrZkZBZFZmdnlWWnRad2VWejdDU3dkdTVNTlNvc0NydXZZNGJCdUpBOG5lUHNDbjVaSjhMQXRsY3FlZVpBZXY2WmxGcFMxWWdSTUFXamJKbGZIMk82YWNfZUJHX04?oc=5
2025-11-15,Reliance Industries,Reliance Chemotex Stock Jumps 8.27% as Q2 Profit Climbs - HDFC Sky,NEGATIVE,0.994,"Reliance Chemotex, HDFC Sky",,https://news.google.com/rss/articles/CBMiakFVX3lxTE1xbkxoMGlOTWUtQXFCVHVPN3pVX2RWQTRXNWRVOEt5X0h6SHlZdFBjSmFvVVA2d1BsN3EtekdwazlVQVlfSGwtWEZjSGFVLWlNZ0Jnc1BEX1JKZl9SaENDYlpxUXM5V0dmSnc?oc=5
