Date,Stock,Headline,Sentiment,Confidence,Entities,Matched Stocks,Link
2025-11-14,Infosys,"Infosys buyback record date today: Should retail investors participate in ₹18,000-crore proposal? - Livemint",NEGATIVE,0.981,"Infosys, Livemint",infosys,https://news.google.com/rss/articles/CBMigAJBVV95cUxPQjVsLXNUYnh3OXh0dlI5MVJmWU44NnpSNGhPNkZfTVg0VlJ0NmgzUW5obG0yUWdCdXhkVGdIR29hemFoQ01XWm1neTNCdU4zVFpKUjB3ajJWdXJubF9LU0ZFaTBjbmJ1VDg2UW1HcVJ0UjU2cV9MYVFsbWJxaUJVUDJ6Nk9oLU5XSFg3eTJsS3E0LW5rU1Y0U2NmNDNUZ09Zam92SVFHY2lSaTJrQ1hrWnNoLU5zcjlyMEgtMTFobGZwMzdJNjI0TFZKbndwMl9uamZMV2I4V3RMeWxXbVBuV3F6MlZHZUkwWGlpaEpTdXotWGcwMFNlVWd1anBYM1ZI0gGGAkFVX3lxTFBlTjdWX2d5VVo5Z005QUUtYzBna2dVbzR2ZHhteEJzNmloRHZqY0hOcUJzdGlhSGk1ZnRqNUtUakpNMWJRek94dXF0WFFFNXprcHlxb1ItQjYwQ3VCLWlRSk5aMEdiRzk3WGZPRzJtclFSZmNwWHkzTTAxMFpLbnFIYVRUR0lKcGNaRjlqUGdSemhiVG1BY29lLWV6MWpfcE1sNkJpdWFHUDc4cG44WjU1SjlCTk5Bd3lxY3c5Ymw1dFl6akxrUEFUVlJadm9oa0lxSkJmT1hPZVg4UDdzcjFEVlRkZmItR0VGZXU5VjBFREhUQ1pJeWhpNWNJRkhSYktkd1RYY0E?oc=5
2025-11-14,Infosys,"Infosys, TCS, TechM, HCLTech down: Why are IT stocks falling today? - India Today",NEGATIVE,1.0,"Infosys, TCS, TechM, HCLT, India Today",infosys,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOQXdIaTU5bmliSkF6bGhqVlE5LTNuX3h6Q0hsYk9aNHJmdWZaOFEya05Xd1NlSmVucHZ5T3EwR0tHUXdUSVZjaVlKMHlPMmJXUmtrRjJNRUNCU3cwazE4SUZmeWJaSk1JYVB3cDA4bkVpTkZmN1ZDeVZaSE5EZlFzbGN4M2EyazJWRUpCalRWX0NYXzNScXV4cUcxNHE5Sm4yNGdWYm53QzlORzY1czZCcW1UcUVuOGEycUNBak9GbnpMNkNkay1wVnF0N1JLcjFTYmwxME9pcHpsdTBERU5rUTBFd9IB6AFBVV95cUxOVTZRMWZudk5qZWw2dE9iU3FxWGo1T09EdlFUZUhlN2tyNkJieHVESkg2dUo5VU1Yd1Z6ODlMbk9TR1djWE5pMHc5dUZOOWozNmpxN3pSRkluWks4bWRZMzFGMkg0ejVLUnJfb2FhTl8xb1QyQkF2N0tHb1dfYkZNdFJQc0MzUF9TRklWdEtnZmxLQUZhWFNGLWM1ZXlYbG9vMnBvQVhGcjlGWDR1Q2E0WU1fT0hLQ2VvWVJ4WE5NcXVHUlNlcXZoRmc4dzJ1NWtEQW1HQUpoOTd1VGZzMHdwczRxSTM4R2xx?oc=5
2025-11-14,Infosys,"IT stocks fall up to 3% as Fed's December rate cut hopes fade: Infosys, HCLTech, TechM among top Nifty... - Moneycontrol",NEGATIVE,0.999,"Fed, Infosys, HCLTech, TechM, ##l",infosys,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOWFhYYTlKRWN4Z1F6ZmVZRGhXbWc2TUJfal9WT3RlUmhmUEx1R2RJSnRaWHk5M2s1X29KZFkwMTVHVFluX3ZpTVY4MWRlakdMNnFLek8yMWd1S2c4N1NkOWppdHhzUjlsaGlMMHdKS0ZuOUZSb1E2b0w5T3AyWlJEZmRpN3I0U0lOOUN5ekdfRnlIRHl3bmxEQzVYdW9Zc1NMNFlQZFhQUk1saWtldVVDdHBnb3I3ek1yWDFDWjVPNGJwVjB0aVpWanlyWGJHdVMzYU9BMUJNR2ZWSDVuaVZSN01nc0pxd3NrT2plN0Jjek5aQdIB9wFBVV95cUxNam9MSXR5dFdfbGFaTkJ5RVJ6WXJHNFlKR1J0VktIRlpNMW9rVERjZkRTM21MeEhkaFA2c3BITlB6bW1ESFppZENENWhTeC1FQzFNR0x6b1NMeHdXZ041c2pTQU8wSTFZVGpPU2RlSTlKR1J0MmozR1FfSXJKR3NkZERtX1ZLNVc2RU9NU3VnUjN6NndDcVBPT3lRU1lQdlhRVlZrNlFzMjlCbzZobmZheUM3YzRXMWxvY2s2NWdUMjExOXlsd2FiaDJxSjgxSGgxcV84MWlEcnBrSTBXektweUJXbFhaeE10VTdtOFBBQkYwNG1YUDVF?oc=5
2025-11-14,Infosys,"3 reasons why tech stocks are falling today: Nifty IT Index slides 2%, Infosys plunges 2.5% - financialexpress.com",NEGATIVE,0.998,"Infosys, ##express, com",infosys,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQVEwwbGJXSktyQ2JnR1pQcXp0eWNtUWlhYUZDTDlxQWNENG11dUZycGhxRnV2RHZWejdOZ0V1aFdtaUNodV9NNVdkdzFBVFA1T2NNM1BHZk90QUZrZ3pramh1M1FsdDFvdElVNUdzYnYwMUIxZlB2b05KaEFmU1RuMzIzb2tVVVFGcXFiMkh5cjFFNmN1ZmJCVEwtWHdiVVFKaVQ3ZnNRVVhxVUM4MHVqQ25VN05MeEEtUDJzV215VHFTanBRaGo3ZVAtaEhQSzktanfSAdgBQVVfeXFMUGNSaktTMllMaUpSMDBaOVNnZmw1UWlxNUl1b2VyTnF6M2xGN0M4UFZLa3lkNkVUZmtwRmRjV2RyQUlETUVPNkM2ek5TY3A2VGtKaGtsc1R4M2Zpb2JlZEtBTUJfOVdjbVUzcWJfelZ6LS1lV2tfcVY2eC16UFVqUDhVSl9LdVZheUlXMkxwYjFfRk5GRDBCLWJnZ1U0OXc3UXBpYkdfQktnT0I5ME5IOVEwZ05LVlFwYlUzbWZ6cDRRSTJQejVYbkV1Y1JGczdpZlB0M1NSY0FN?oc=5
2025-11-14,Infosys,"Gainers & Losers: Pine Labs, Infosys among 7 stocks that were in focus on Friday - The Economic Times",NEGATIVE,0.996,"Pine Labs, Infosys, The Economic Times",infosys,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNU0Z4cDVxd3hvVzhEUnpMS0dDSkVFTkUxSDE2RnVjYmw1TnByMEhzVDRTbEZEdlcySlRBaUF2MFhvUS0tX1k4S3B4TDZWLUJhYVlFUzZRVUl6a2Z6U21aYWpLSmZLcFExclNvNmFCRnFPc2RXM0hQakoyV29ycU5zMEZKSi1XOUtsVGpwOHp2MUNwRFpELTVMWUVFbG16NFF2RmxBREVmYmVNajdpY1Z5SWFBT2NFNjF2cVF5TTZhZ0hOc0pBdnZzcFlvOXlTeXdhb3UzQWl1SzlJUTQzdnowSGVB0gHiAUFVX3lxTE1TRnhwNXF3eG9XOERSekxLR0NKRUVORTFIMTZGdWNibDVOcHIwSHNUNFNsRkR2VzJKVEFpQXYwWG9RLS1fWThLcHhMNlYtQmFhWUVTNlFVSXprZnpTbVphaktKZktwUTFyU282YUJGcU9zZFczSFBqSjJXb3JxTnMwRkpKLVc5S2xUanA4enYxQ3BEWkQtNUxZRUVsbXo0UXZGbEFERWZiZU1qN2ljVnlJYUFPY0U2MXZxUXlNNmFnSE5zSkF2dnNwWW85eVN5d2FvdTNBaXVLOUlRNDN2ejBIZUE?oc=5
2025-11-14,Tata Motors,Tata Motors Share Price Highlights: Cost of acquisition announced. Here’s how cost splits between PV and CV shares - Livemint,POSITIVE,0.679,"Tata Motors, Livemint",tata motors,https://news.google.com/rss/articles/CBMiiwJBVV95cUxPbUowa0NyTVZPQ1dqUjFsaXFwalhBU1VqRTBsQTlKdVQ2WXEwRWJFV1U0bmFjWHFHdEpyMzJDbjZnQnNZdEhTSVNjM3NSLWdCbUpkX0I3YnkyMlg2LW51bERmdUlsUnU1ZnBCQmwzV3Z0WVBrSFpWWkdtMl9CSE0weWs1RjRrNXVnWGlpRnpheFFvNUlsY3JwMUpPNHQ0enkzT2FpZkVfM21BRThOMFlfV1pPR3N6R2hhcmtIdUpkdGNraV90LWJiVzFDN2NWX2xyUV90dGlnSnVDU1pUTFJXMnU0U3pIVFlfNGNDYmxlR2lQcmFuN1R0YWRaeHktRlRiRDlQdGRlN1J2QTTSAZACQVVfeXFMT2ZfcmMwcHFZUjI0VWctbkJtMWJ6WVBxRWVKQ2FRRkFXWWY4cHNUeGYwOHZvQllxbm05N1hiVlNaTl9kWFA3VWlaRjl6bTRDOEcxWkt5bExVV0NfSC1wOWwtVTNoODd3UzBieXJCQmlxQlVGeWxpRWFKZzIzZFBRLVRvZ01Kc1Jod0VVLVlMaWhZZUNtQVBlVTE0cDdQVmJlUFNEcmZIV2YzMEdqZlgtSXE3aHZ4ZFZjU2didjdjd2hObGJhVWpOUWxrbVc3dVkyVHloUGNrUnhzOExGY1hkSXNLVENJaDh6NXJZUXRHdFhyWVV1LVp5N3JlZ2RQNkRXaTVsZXN3eHFNY09IZ0QzNlo?oc=5
2025-11-14,Tata Motors,"Newly-listed Tata Motors CV shares fall up to 4.5% after Q2 results, analysts warn of market share loss - Moneycontrol",NEGATIVE,0.999,"Tata Motors, ##control",tata motors,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQUXJ6eHNjMlZJdWE0RUY1Nm02aEZUZlpYaE43dVptUEhmejlXUlJfMHJKbjJEb291WHZfVmRWM1J0a2JvVl9mQWlqSENvMklZY1REcXdlWmY2LS1mWDlaMlRkckdJSFhVYjkzNFJza0hQRTY4bms0Q2NrSjFMcm90d3g3cnJ5dVZ4cWRMYS00VmJpX2FUajhnSGlCejY3aVhaTExJVEpfT0hzMXoxbm1qX3E2WVUxaXBHVElWWXZBX2ZTVE9RcGJ2MTlfYnptZDZJZWk5bHY1WlpkXzhZckpXT1RhQlRrTnpl0gHuAUFVX3lxTFByeHNWMjZrb0o5UUt5V01malpnbFR5TElENTdQUV93bWZwTUFlNEdRMEMzRDlUdmRlaVZYb2IxcmowNjdPc2p2WWJka0U1MWNzWkJnRFIybFRuQmw2SzluaVNlQU1DeEw5VnlkZUJ0bmlmU1NORHVZQ2h6TFdraXFTQUhRTVA1SUlhYXlTNTZqalBRLU81VDBsUGdDczlNY0dpbXhSRzhzOGM5UmsyNm44b29ULTc1T1J5dy1wLVNpS0tYUGpoM3hkYlJHWl9oemlYb2V1VDRVNXBXc0F3SXJxWWlQaGxXZ1NlRnZSNWc?oc=5
2025-11-14,Tata Motors,"1:1 Split Of Tata Motors: TMCV Hits New 1-Yr Low, TMPV Share Drops 2.3%; Why They Record Huge Q2 Losses? - Goodreturns",NEGATIVE,1.0,"Tata Motors, TMCV, TMPV",tata motors,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQRUR6S2FRVy0ydzRINnhDeGpEdkpBNC1iM0xiOVJObmJQVkNqTkFjOU9mMmdPaU9pRC1kbGJIa0lLcE1yOUlnQmd0ODd4dGR0dllaemlCT3FTTEJMRVpEZEplc21sRjlTaFNfcEhYMGJRVGhtX19mTjZNVVQ3ZU5FSDVDRnFOU3ptR3VHSUVlOUNJMVZqR2JYeWZMYmxHOHgwTlJXQUNIdE1CeE90ZFFQaU5uMlpMdUpsLTF5NlpQODFMVlh1TEUzY2tHa1M3RW9YVnR5cS1zeTVNZENy?oc=5
2025-11-14,Tata Motors,Tata Motors Share Price Highlights: Tata Motors Stock Price History - The Economic Times,POSITIVE,0.999,"Tata Motors, Tata Motors, The Economic Times",tata motors,https://news.google.com/rss/articles/CBMixgFBVV95cUxNUWs5ZlU4OHZvT0hvaFVSaHpaNzVpbVZZaXE0b0pGalFaMVEzWkM1SWY2aG9FNk1XM216MTRXcWlFYlZpX1FqbUNUcEVZWG9YOXpzdFhZX0lqcTJ0ald1SkU4RXg3Z0NlYkF0TGF1Q3Eta2tYUDZKUExPMmo5M29oQTVFWURpZ0FsMnpfVlRPdHJHc3ZKaDAxY2NQbk8zSTcwUEhOSzJUdng3dllpR0k0N0FCY2Jxc2RHNEZ1eXZrYUJpSGJ3UkHSAcsBQVVfeXFMTkUxN0J2aVlkVGxZUzZrYVNiYlYtZS1qMkxaeG55ZmZUelpfSVVzNlJ3dVFfYTNYcTFqVVBqeFJYM1NKNmtORVJaVlY0YkI3SW1sckVDal9SdHFBaUdJUWdISTNJWUxDbEJIQU1YaEJpVzJMeGdkMVRRSUNubHVUdnFMdFRtN09MMU56ZVlvdmRnSGIxOGpvaFEwTjI5eXFHbURjUThkSHhObHNWcHZqa0J6WVp5dTZzWWJqVGJpTHFoRm8za0lqclVkN0U?oc=5
2025-11-14,Tata Motors,"Stocks to Watch: Hero MotoCorp, LG Electronics, Tata Motors, Voltas and more - CNBC TV18",POSITIVE,0.976,"Hero MotoCorp, LG Electronics, Tata Motors, Voltas, CNBC TV18",tata motors,https://news.google.com/rss/articles/CBMiwgFBVV95cUxON2sydmM1MWJzcWZmWGN5WkhlYzczekx6eVBpRnpCdm9fMURZVVlIdkxXY0phUWtnYXlXNFNYLTY1UV95OVBic1lFc2c3WG94RUo4cWdSSVlsV1hwRzRrcllOYzdhWHhuSTlicXh1RkU4eFpYR2tROUoxcWVBZExZMU94R1BJSEp0aUtpd3ZpMWxnLUF5X3QzYUlObE0zejJ3NFFNaFowVTNzZVNhMk5kclN4MG5oTk5OUS1qcU8zYXdtZ9IBxwFBVV95cUxQbWx3ZHVkNHBha0lSblJzRTdYcXgxcmx1XzJJNzJXaEVTVmUyQmZweTlYY2huQnpGVjJwRVhmYXZySU03NHZVNVEtSDd2QTZ2TUFtRjk4Zl9tTkszTl9oSlJybE9wZ3Q1UjFtX0puOVhfQXFoblQ3QlFXSlltSjJZRnhWX0VHczctVk8teE00VTZBQXBmaEt3S2lacjVDU2Q0RXc0LUhWUEJ5R1lyRmdpZ1l6SUpETWxkSEh1bnkzdVVtSDNFeW5n?oc=5
2025-11-14,HDFC Bank,HDFC Bank Share Price Live Updates: HDFC Bank's Performance Snapshot - The Economic Times,POSITIVE,0.748,"HDFC Bank, HDFC Bank, The Economic Times",hdfc bank,https://news.google.com/rss/articles/CBMiwwFBVV95cUxObjFiRW93WG1RT1l3WERBazR4YTdlRUE1QnJtRVF3Vm9sM1JqMWNvbmNzVktWMmRwaDlzd29wVDhaNU5OV3VGTjhEcnlYTkh5RlljakN2ci1mVUVYZDRDWDR2TWVtc19CS1p6UXRQUWVyM0VBXzRPaUYtbF9PUkRJcGZjXy1xYzRsZjJRckppcE1KTFpuMU9mVDRBUUlYX0dXYm84a3FVS2g4ZGt2aGc0ak5UVGtLV2dZT1haWXQwMERnZzTSAcgBQVVfeXFMUGJuTXVOdUlqZ25CRjFZYWxlcmZQbDd6Q2JtLU1xQjc3SVBFTGZITGx2QzFQa1hVOXVPdC1NcXd1VWozLVV2THEtZDBpaWpwNmJHUzhkczNmWEYxV3JqRHZpbWt4WkhwMUdYNmhPOVhQTVgzWGdKd3Bkd3VuTjFYNkFET1NiX2d0RDZKZ1ZVRjN4UUlmalIwc1VMOXQzQ25iREZSTm9IR25GcndDLW1XRHBiVkFJNTFla2Rfd0xvcmFhbE01QW1zaVc?oc=5
2025-11-14,HDFC Bank,JioBlackRock Flexi Cap Fund: HDFC Bank and RIL among top 10 stock holdings in October - The Economic Times,NEGATIVE,0.539,"JioBlackRock, HDFC Bank, RIL, The Economic Times",hdfc bank,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOckZEMHlhcjVpbEZCN3dVRWVJVjROaTlVZnNSejBvR1ROSjR6MktjQUd6NXlUSHdtWWpSS0VJUkFpZ1ctWEctak1rbXBIck9uemlMQmlyUkkwbm9FVXpnNjJFeDltY21BOG5zY0p2NmtmMGlMUC10WlNzeXk2T0JKdGFyRGVIdi1rejdEdmUzb1BxbEZldkttSE1HSHFlVFRBazgxRk41NTJoX1Q0NXM2VjFveS1yX3pMQkVOR1FtbjB6a2pwRV9uX1pRVDVpV0huV1pFVXB1WF9xSl9YYkVQRlBXVTY1TWQ0UlhQNzFOUHdOQQ?oc=5
