Date,Stock,Headline,Sentiment,Confidence,Entities,Matched Stocks,Link
2025-11-13,Infosys,"Infosys buyback record date tomorrow: Should retail investors participate in ₹18,000-crore proposal? - livemint.com",NEGATIVE,0.98,"Infosys, ##t",,https://news.google.com/rss/articles/CBMigAJBVV95cUxPQjVsLXNUYnh3OXh0dlI5MVJmWU44NnpSNGhPNkZfTVg0VlJ0NmgzUW5obG0yUWdCdXhkVGdIR29hemFoQ01XWm1neTNCdU4zVFpKUjB3ajJWdXJubF9LU0ZFaTBjbmJ1VDg2UW1HcVJ0UjU2cV9MYVFsbWJxaUJVUDJ6Nk9oLU5XSFg3eTJsS3E0LW5rU1Y0U2NmNDNUZ09Zam92SVFHY2lSaTJrQ1hrWnNoLU5zcjlyMEgtMTFobGZwMzdJNjI0TFZKbndwMl9uamZMV2I4V3RMeWxXbVBuV3F6MlZHZUkwWGlpaEpTdXotWGcwMFNlVWd1anBYM1ZI0gGGAkFVX3lxTFBlTjdWX2d5VVo5Z005QUUtYzBna2dVbzR2ZHhteEJzNmloRHZqY0hOcUJzdGlhSGk1ZnRqNUtUakpNMWJRek94dXF0WFFFNXprcHlxb1ItQjYwQ3VCLWlRSk5aMEdiRzk3WGZPRzJtclFSZmNwWHkzTTAxMFpLbnFIYVRUR0lKcGNaRjlqUGdSemhiVG1BY29lLWV6MWpfcE1sNkJpdWFHUDc4cG44WjU1SjlCTk5Bd3lxY3c5Ymw1dFl6akxrUEFUVlJadm9oa0lxSkJmT1hPZVg4UDdzcjFEVlRkZmItR0VGZXU5VjBFREhUQ1pJeWhpNWNJRkhSYktkd1RYY0E?oc=5
2025-11-13,Infosys,"Infosys, TCS tumble up to 27% as IT meltdown drags Nifty vs global peers. Where's the heartbeat index head - The Economic Times",NEGATIVE,0.999,"Infosys, TCS, Nifty, The Economic Times",,https://news.google.com/rss/articles/CBMiigJBVV95cUxQUjBWbnoxRFlIZHJtNmtVeFZGbHVySVlNQ1NwMmRIeE1TSWFFVV9ISlRQTnAzTGFkT0pyY2QtRFVkYk9kQ2FudldRd3V1bXpLR09HcjRkS0FxSmUtMHVUU01YMlVyc0thTEVXVVZUNUNYTEp6cTl6aUhWWGtFaF9nQm8yMGEwVEtNQ1dQWWpzSkxTVzRZdGRXc2hNRlc0SGY0b09xN3dVRzl1V1lzSGtuc3E0SExWRDVjR0kzMnNocFdBTVpYLUU1RzlPN3N2RmtBZFFkT25Lbm9vTHlDZnBlanl4NW5MY1pQRVVkT2tMTUFDSWc0MldTTTFCazVGSE1Ud2N1d2ZvZ2paZ9IBjwJBVV95cUxNY3VzRnZjN1VaLWJZOXVsVm9EQ3RBOXRuZFZqTy1BdUxaX0c1N29NNFNrenhUMHNUY1hzYWt5c0F5SW1XYmVUNVgxWGJoT0h6VFpuSVpVQ0Y0akRDVDFOalo2Q3pmdkxIeHJMeWd2VlZvTUlHRlJUZGtCV2swSHN4SDFlZWFsbEFKdk5iMElGQTRvbGRmRWw1YXFGbkpsRzB5YVFrbTdkTlhabWlZWjU4OXhtWnlMOUE4SkJTSjZVQ1pZUU83RlVrMW5CU1Vocl9FRXdUSU1jU3Q1QzRhWENFRWFGYXpwS2xRMHpETmZqTzd3dUFUbVZLYUNoejZVWEFUT1JrZUM3OEh3YWs1R3NZ?oc=5
2025-11-13,Infosys,Infosys Shares Rise 3% Ahead of Nov 14 Buyback Record Date - HDFC Sky,POSITIVE,0.996,"Infosys, HDFC Sky",,https://news.google.com/rss/articles/CBMimwFBVV95cUxNaXlSQld5YWpOME5CMDdKcklkT3kzR0V2VlNDbjlZa3ktb3BxMDhnNWNBMlJ5d3k1dTZveGl6V1FoMEowdDIwOU9jQkdIQlM4azM4b1ZlTmlOSjhQOF9HYnlIUTZuajBFZzhHQkxfRnRDNXVEQU5MVFBNNHZ3aFpPbjNWdFlIWllyM2RRc2dmTmVESEhWR0E5Rmd6VQ?oc=5
2025-11-13,Infosys,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,POSITIVE,0.998,"Infosys, Infosys, The Economic Times",,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNUEFXejVKbHhlVi1ndmJsTTZfc1V2M2RjOURDS2pnWFJmYk81YlpqZFVwX20xTFJITHlfY21QRzMzNEVWOVdHaWRaczRpbUhnSGg4ZlFCM1JRV0tNSW9oUGVaWUxodUE3RTZPeGwyMjdpZ21lWkJrT0JwYjVsSVA4SEE2N2ZEQzZqVkpKOEh1dkl5dG5ESlFYRFY2ODBNVHlHRXo1aGNGTjVTczFhTkYtNVpkSEwtQnBKVGFvcjZtVm54Vk3SAcgBQVVfeXFMTjM0Y3gxeUVnR0ZxYk9XZGVJdWVNV0g5cE5zOGZNR1pRRExfTGd3am83Y1NYMU1rU08xSWYya1VQamVFcVI0bXFRS05TdGpLdE9KckFFamZnN0VLRjdlUnZiS1FsMVk1OUhZSXEzY2lsTC1hYlFfRWJ1U1BMbWs4QWxpUmRqWkphbEZmWVl1UkRoN2djdHM2eFlEUDBSRllzMG5iNmotX2ptNkt0U3dOQ19mdFNMNTNYWGVsd2UwWEFraXB6d0ZKRjk?oc=5
2025-11-13,Infosys,"Tech rally: Infosys, TCS, Tech Mahindra shares jump as Donald Trump backs foreign talent; easing H-1B vis - The Times of India",NEGATIVE,0.506,"Infosys, TCS, Tech Mahindra, The Times of India",,https://news.google.com/rss/articles/CBMiowJBVV95cUxNT285LWYxcUdEX1l5bnRCUFBCZEFHb2VDd1NVQkp6LWpyZDRFOElGQ2RramVTTjVLel9JbWdLekgzdHNqQjhOTVBOV29uSkx2dU54QmdHOTRhR2VWTVFBbndpN0EyZlMzTk55LTEtTTdwNE5BSDF5Q2E1V3l5NUJnOTAzVUJPd1VPemgyaEk0TGs4TkJUTVVHQnpnVHRZUGZmeXlVOFlOVmxmbGlPeVo2V2s4cE9LT2g0QUJRUHdGdWlkclBwRG1uX0FGMXVfcHA3SGVNbzBDeDdTRnZ5RXhJRHBNem1nVzI2dGh1eGI0a3V0VGcxOGl6OEE3ejhBNFZ2X1ByNzN1Y2MxblUyOUF4NnlzX0szc3RleU9LZlBUWVFqd2vSAagCQVVfeXFMTjJTX0Fob0U4My1jby1NLUp1UlFISlk3ckVzRjRKQ1htLWhlRlBaUjZTQ1FPeC02eHg1M3dQWUxjY3JrNHJqdG5NOXk4TjMtNlhTUmdsQVhCeERlbGlhUUxfOEo5R1FYRTJsUGRzc1RTUDV0aENfZU02OXpRSmtVUW92Zl84LVhqQXoxaTFPZXZwTmoyY0hLSnVmZzdoclhLNzY5c2VlcURnU0Vyb0NNZU03WXFYZHNnS19OMlZRLTVZcDhhN29MSUlNUm1VbTEySUstNXlhc2F3LUxVaVQ4RGh1Z3lvMUExcHA0VUlCSEV2SUFDTWI1X1YtVjFLTlIydVNNeU5DSTMxN2tpalptTmdFNGNobEhBamRuMnRlTnd0ajctMXRxNC0?oc=5
2025-11-13,Tata Motors,Tata Motors CV listing: Stock debuts strong with 28% premium – check price and outlook - The Times of India,POSITIVE,0.998,"Tata Motors, The Times of India",,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNdnVSMkUzVV82enhKUVU5RE4zbXNYMnlSc29zLXRJMzEzS19zS05OMDZ1OVRHY0Y3azRsYU9WY2llekd1X3pRanNxUHlXTF9FdWVyUE1tVVFMcWdPSkRPNFhHWE44dHY3R1FyU2wzZy1rcTBpMVgxRWpJOTdwUmlMR1JLZFlIczVzb1I0Ym9UQ0RZRVB4UWRCYzhhZVU4V1Z4dk1RMld1ZkhnRDZsR05FbEl4c0U4YVItY2R0YXZndTFEZ2gtbVcycklMa3RFZ3N5SEhmZnRPcmlPWElKVUVYMHA4dkhxZmFrUUZldlZ4aVZiMkpZZlFtOWJPQ2nSAYICQVVfeXFMTTQ0NEVSMjIzVGdQdE9LU3pFc01lR2pZY3lfQmxGMGU0SUJKeHNFZWs5WVRPa3k5aWdpQkxqaFh2T01rVU15aWVqeno2eDdvNFFRNXRJdklBN3NzMUpkaHRVSkh3YmhHb2hjczAxNjhad2QtdDZqcGxpY0ZnN3JaVko5SDJvRXo5LW1aOEpKVWVUeGNueE9iZnJkdTQzOS1KVFlmU1FDTnRseUY4TEpWdmRjcUl3eTdIWVlNNzEyZHVjeWMzSGZfNUdsanJjTnNrZnA1X1MtOUIzTW9nTG1mMkZETDMxckxLN3lad29JbUI2WTdWdTEzZTcwbWlLZXh3ZHBB?oc=5
2025-11-13,Tata Motors,"Stocks to Watch: Hero MotoCorp, LG Electronics, Tata Motors, Voltas and more - CNBC TV18",POSITIVE,0.976,"Hero MotoCorp, LG Electronics, Tata Motors, Voltas, CNBC TV18",,https://news.google.com/rss/articles/CBMiwgFBVV95cUxON2sydmM1MWJzcWZmWGN5WkhlYzczekx6eVBpRnpCdm9fMURZVVlIdkxXY0phUWtnYXlXNFNYLTY1UV95OVBic1lFc2c3WG94RUo4cWdSSVlsV1hwRzRrcllOYzdhWHhuSTlicXh1RkU4eFpYR2tROUoxcWVBZExZMU94R1BJSEp0aUtpd3ZpMWxnLUF5X3QzYUlObE0zejJ3NFFNaFowVTNzZVNhMk5kclN4MG5oTk5OUS1qcU8zYXdtZ9IBxwFBVV95cUxQbWx3ZHVkNHBha0lSblJzRTdYcXgxcmx1XzJJNzJXaEVTVmUyQmZweTlYY2huQnpGVjJwRVhmYXZySU03NHZVNVEtSDd2QTZ2TUFtRjk4Zl9tTkszTl9oSlJybE9wZ3Q1UjFtX0puOVhfQXFoblQ3QlFXSlltSjJZRnhWX0VHczctVk8teE00VTZBQXBmaEt3S2lacjVDU2Q0RXc0LUhWUEJ5R1lyRmdpZ1l6SUpETWxkSEh1bnkzdVVtSDNFeW5n?oc=5
2025-11-13,Tata Motors,Tata Motors shares fall ahead of CV business Q2 earnings - CNBC TV18,NEGATIVE,0.989,"Tata Motors, CNBC TV18",,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOZkxReUJ6LXBFUW9HbVdHa1FnUk9JV2ZWU0hLQlMxZ0xPYUZsMUF4ckFlTTVId2VaZkxkaDBBcjJ1d2VvZDhLSUY1eDhWWDdyekpzV1BDbWhBMHAySHNCclJSYVZLZEhfLUxoZW4taFhUNEExYVEzSlpPM3pQTWZ4RUFibVRFUkZkaE94dDNZcDZDWGVycElQb2dPd3RyWEEwSndkQjNORUFLLXNmLVJsN0ltdWo1bFRDUmFSZHdLalF6YmdTTG5VYtIBzgFBVV95cUxQVklFZl9FMTMxLVFoc3pzd0w1Vm5qV0hlWVlhX2IyYnFlcjFhODRnNnA2eGprbUo4ekRHX1FzbnE5R0hDR1pWbHc3LUVzZFI4RmZLcFkwX1h1OE84R3d5MTVSY3N0OXlpd1Q3ODhSanR0dmJ0czRrWDBfR09RWG5UNHhOdm5QLVlXLVlhc0tvSGRPdGVodTBCeVhpNGlLTmdHWHRhR2ticXVUTkVDN0NhcDJmcTFkRmhtWm40cTdZZTFiY0pRd05FazVoTzdydw?oc=5
2025-11-13,Tata Motors,"Tata Motors demerger decoded: How your cost splits between PV and CV shares, and what the 2018 rule means... - Moneycontrol",NEGATIVE,0.996,Tata Motors,,https://news.google.com/rss/articles/CBMikwJBVV95cUxNTWV5bkU3Y2ZLZzMzcEFJMkNMcjhkOU81WkVIblY3dTQyT2IwbS1JY2JOcGcyLWNlV1RjeWRPVVc2dXNBWndvV2VYbUZwZTJ4X1paVzVsN2s5Ty1XQ2xfTzVlWFFHbTBGbC1DR2tMTVFUdVR4SmFoMllwQWZsUkJBOFUyQkJ2Rmx6d0pUOGEyeW9vYzVmU3JKdkFibDhwMV9UZGZ6SXFFeU84bFFfTUozcUdRZG9OUDJsbFlmSzlyT1NzTlp5U2d4UVFraFFzcjNBdDYtLWJaZm1RVGJXUVBScDFyQnhOMGpHTER5eFV6OXl6MExJUW0wVEN5aW5iYlFHN1ZIUDdyb1ZwZEVJRUh0Rkhmd9IBmAJBVV95cUxPNUxTSU9iWmhUVnpoc0pxY1dfcWRldzdpUmdKY2g3aTBDOXlXVVhqYWstamZfUHc1YWIyWW15WnNzcWliSjlZdDVRVVVKOUVEMHdZcGRfcHdDd3I2cGhiMjlBbzBXMFZkcjl6VWxsTWF0MERrUG13VE9XaThRWE5EWlZWYVZmd3R0V2QtVWhrZkl1bVFmNnplWFIxZ19iXzZ1dEc1aHo1NW9nX0l2RTZWcXZOdTBlRlZ6TE5fRmd2T0VTT2lBbG5YMHhtTkR6dkFrWGhwdWhpN2VFdWczSnVVSHIzWGRodVpxcmlkdnFCZG5nOTh1UFBPMUcwbk1ESm9VNkphNXRHNXZMQ000aG1jVEhSM2R0Q25a?oc=5
2025-11-13,Tata Motors,Tata Motors CV Shares Dip 3% Ahead Of Q2 FY26 Results - Samco,NEGATIVE,0.75,"Tata Motors C, Samco",,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNN0J1UW1CVzZqbVVKbjVUNnNiN3NGeDk0NHptSTVELVN1a0pBSXNibWFHSTJPYlJJTmpfeThZc0pVcnVVS3UtOEt4Wng1al82WGpMeFdfQlU4N082amVyZEVDNjZZak5kNnVxSGxiTGNfUnloRE9JOXVTVDRPQ19zX1lGd05hTTRNajhma0VVNXM1anQweFRYREx6SmpqN1J1QUEyRVZ6bU8wTnUtWlFaTEhaMVVDa3FfY0hEel85WkNZdw?oc=5
2025-11-13,HDFC Bank,HDFC Bank Share Price Highlights: HDFC Bank Stock Price History - The Economic Times,POSITIVE,0.998,"HDFC Bank, HDFC Bank, The Economic Times",,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPVFh6Q0dyaTRtd2xfaVVjZWtMUGEzaGlTcDNmSThHQkIxX0Q4b1MwMTc3dzhnNmxCOTJvU1JXdTFacXV1ZjJDalQ4eUswRFhtLTZSVnBlVkNHNUltRXdMaGJfaTR6WGh4NlFjTnA1ZnlhbGg0OHlIazdERzl1ck5KeDJlMVl6ZnlXamxsakE0VVQ3VjdZekZKX241a0lmMS1sUHNSVnE3Q0JDd19lakVoUXJaelJnbHBrU1930gHAAUFVX3lxTE1iemdoZUc4SjNDUWx1SEhwUXBuMnotMVdFYWpFOGZJTWhBNHBtTUxGNDhIaTJ5Yk1oWkl1d3BUQUZYNy1LN1VhZUdDZ3NzenhoUHB6UlAxMVN3UElYRm5XS28yWXRwY010MVU0RDZqSmJ5U0hESDByV0laMld4Q0E4NEhmUDZXRG16VVpfLU5VQ0xQTFZJRHYzcFU4YWJkNXN6cGhPd3pwdUtpMGN2eU5FX2Y2N0ppZmpnREN3UFhhUg?oc=5
2025-11-13,HDFC Bank,"Nifty & Nifty Bank Rally: Why ICICI Bank stock looks stronger than Reliance, HDFC Bank — Explained by Anil Singhvi - Zee Business",NEGATIVE,0.958,"##fty &, ##fty Bank, ICICI Bank, Reliance, HDFC Bank, Zee Business",,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPYlFqS2lXanJpLWo0elc4SEx6bTNEaDBHLTg1MkNNWTExOU82d280MGRIMlpvNm5nWlpnSTBQdTZCUkF5VnludWlSU0djM25wNHBZR0Y0aGhVWTQyUUdrb3dvRXlzcUR3Y1FqTXBTYVFaa2hGVGNUZ2pKUVVBOVFENndYSHVHTVhic2NQV0V5M1k5V3NfQXFsamxvZ240UHJ5cHVxMUdPN3RubFR4VTlVdmhZNEpQblJlRGRYNGZrWWY3aHB2aEVqbFFKX0dBWElDM0xRZGdtaWRCMlV2bGZLRVJHenZPUk01SjJ3?oc=5
2025-11-13,HDFC Bank,JioBlackRock Flexi Cap Fund: HDFC Bank and RIL among top 10 stock holdings in October - The Economic Times,NEGATIVE,0.539,"JioBlackRock, HDFC Bank, RIL, The Economic Times",,https://news.google.com/rss/articles/CBMi8gFBVV95cUxOckZEMHlhcjVpbEZCN3dVRWVJVjROaTlVZnNSejBvR1ROSjR6MktjQUd6NXlUSHdtWWpSS0VJUkFpZ1ctWEctak1rbXBIck9uemlMQmlyUkkwbm9FVXpnNjJFeDltY21BOG5zY0p2NmtmMGlMUC10WlNzeXk2T0JKdGFyRGVIdi1rejdEdmUzb1BxbEZldkttSE1HSHFlVFRBazgxRk41NTJoX1Q0NXM2VjFveS1yX3pMQkVOR1FtbjB6a2pwRV9uX1pRVDVpV0huV1pFVXB1WF9xSl9YYkVQRlBXVTY1TWQ0UlhQNzFOUHdOQQ?oc=5
